;Value;tweet;cleaning
1988;Positif;Pemerintah Wajibkan Turis Asing dan Pelaku Perjalanan Internasional Gunakan PeduliLindungi  https://t.co/0OHDM3Oz05;pemerintah wajibkan turis asing dan pelaku perjalanan internasional gunakan pedulilindungi
1989;Positif;Pemerintah secara resmi  mengintegrasikan 15 aplikasi yang bisa mengakses aplikasi PeduliLindungi.Â Berikut aplikasinya, Sob. Yuk disimak.  #pedulilindungi #terasnegeriku  https://t.co/1gOHDPJ6BG;pemerintah secara resmi mengintegrasikan aplikasi yang bisa mengakses aplikasi pedulilindungiberikut aplikasinya sob yuk disimak
1990;Positif;Pemerintah prioritaskan keamanan data pribadi pada aplikasi PeduliLindungi #PPKMDemiRedakanPandemi  https://t.co/qnpaqHothC;pemerintah prioritaskan keamanan data pribadi pada aplikasi pedulilindungi
1991;Positif;Pemerintah prioritaskan keamanan data pribadi pada aplikasi pedulilindungi  #PPKMDemiRedakanPandemi  https://t.co/a2RjO44Nho;pemerintah prioritaskan keamanan data pribadi pada aplikasi pedulilindungi
1992;Positif;Pemerintah Perketat Penggunaan Aplikasi PeduliLindungi di Periode Nataru #LengkapCepatBeritanya #BeritaTerkini #Berita #News #BeritaNasional .  https://t.co/rleTFk0dbP;pemerintah perketat penggunaan aplikasi pedulilindungi di periode nataru
1993;Positif;Pemerintah harus tegas dan konsisten membatasi penduduk yg belum divaksinasi yg menggunakan transportasi publik, masuk ke ruang publik dll, dengan aplikasi Peduli-Lindungi. Banyak yg melaporkan lemahnya pengawasan penggunaan Aplikasi tsb.@kemenkomarves @KemenkesRI @Kemendagri_RI  https://t.co/UViwiCmDws;pemerintah harus tegas dan konsisten membatasi penduduk yg belum divaksinasi yg menggunakan transportasi publik masuk ke ruang publik dll dengan aplikasi pedulilindungi banyak yg melaporkan lemahnya pengawasan penggunaan aplikasi tsb ri
1994;Positif;Pemerintah bakal memperketat penggunaan aplikasi PeduliLindungi dan penerapan protokol kesehatan guna mencegah lonjakan Covid-19 yang berpotensi terjadi akhir tahun.   https://t.co/cAhLw1z9oL;pemerintah bakal memperketat penggunaan aplikasi pedulilindungi dan penerapan protokol kesehatan guna mencegah lonjakan covid yang berpotensi terjadi akhir tahun
1995;Positif;Pemerintah akan berkoordinasi untuk mengetatkan penggunaan aplikasi Peduli Lindungi dan protokol kesehatan pencegah Covid-19 di tempat kerumunan.  https://t.co/p84S63V5U1;pemerintah akan berkoordinasi untuk mengetatkan penggunaan aplikasi peduli lindungi dan protokol kesehatan pencegah covid di tempat kerumunan
1996;Positif;Pembukaan pariwisata Bali dan daerah lainnya diiringi dengan protokol kesehatan yang terus ditingkatkan, sehingga penanganan Covid-19 menjadi terkendali lewat integrasi aplikasi PeduliLindungi #wisatajagaprokes;pembukaan pariwisata bali dan daerah lainnya diiringi dengan protokol kesehatan yang terus ditingkatkan sehingga penanganan covid menjadi terkendali lewat integrasi aplikasi pedulilindungi
1997;Positif;Pelayanan Satpas Polres Situbondo patuhi protokol kesehatan dengan gunakan aplikasi peduli lindungi.  #pedulilindungi #ntmcpolri #rtmcjatim #polripresisi @pidressitubondo  https://t.co/CveDQmlyRv;pelayanan satpas polres situbondo patuhi protokol kesehatan dengan gunakan aplikasi peduli lindungi
1998;Positif;Pelayanan KB Samsat Situbondo patuhi protokol kesehatan dengan memasang aplikasi peduli lindungi di pintu masuk ruang pelayanan. #patuhiprokes #pedulilindungi  #polripresisi  #polantasindonesia @pidressitubondo  https://t.co/27Rw4GcIYL;pelayanan kb samsat situbondo patuhi protokol kesehatan dengan memasang aplikasi peduli lindungi di pintu masuk ruang pelayanan
1999;Positif;Pelaksanaan SNC tahun ini digelar di GOR Jatidiri dgn jumlah kami batasi baik dari peserta, pengisi acara, maupun tamu undangan. Semua kami lakukan Swab antigen, penggunaan aplikasi peduli lindungi dan undangan dgn system barcode untuk skrining.  #snc2021;pelaksanaan snc tahun ini digelar di gor jatidiri dgn jumlah kami batasi baik dari peserta pengisi acara maupun tamu undangan semua kami lakukan swab antigen penggunaan aplikasi peduli lindungi dan undangan dgn system barcode untuk skrining
2000;Positif;PeduliLindungi/ Sertifikat kertas) dgn dosis terakhir minimal 14 hari sblm brkt ke Jerman. 3. Penumpang lainnya hny perlu menyertakan hsl tes PCR 72 jam sblm berangkat atau tes antigen 48 jam sebelum berangkat, keduanya dalam bahasa Inggris. Ttp sehat &amp;pedulilindungi sertifikat kertas dgn dosis terakhir minimal hari sblm brkt ke jerman penumpang lainnya hny perlu menyertakan hsl tes pcr jam sblm berangkat atau tes antigen jam sebelum berangkat keduanya dalam bahasa inggris ttp sehat amp
2001;Positif;Pedulilindungi updatean terbaru nih emng konsepnya gaada fitur loginnya apa gimana sih ? Itu udh dicentang s&amp;pedulilindungi updatean terbaru nih emng konsepnya gaada fitur loginnya apa gimana sih itu udh dicentang samp
2002;Positif;pedulilindungi tampilannya makin simple yaâð» actually prefer this ui more than the previous one;pedulilindungi tampilannya makin simple ya actually prefer this ui more than the previous one
2003;Positif;PeduliLindungi Kini Tersedia di Traveloka  https://t.co/Bh5xyjmnkK;pedulilindungi kini tersedia di traveloka
2004;Positif;PeduliLindungi kini terintegrasi dengan aplikasi Grab. Berikut value proposition yang ditawarkan.   https://t.co/85esualUOL;pedulilindungi kini terintegrasi dengan aplikasi grab berikut value proposition yang ditawarkan
2005;Positif;PeduliLindungi Kini Terhubung di Aplikasi Pemesanan Perjalanan  https://t.co/crtHkZ9iwq via @bicaradotnews;pedulilindungi kini terhubung di aplikasi pemesanan perjalanan via
2006;Positif;PeduliLindungi kini dapat digunakan di aplikasi pemesanan perjalanan  https://t.co/XQDygq1Dab;pedulilindungi kini dapat digunakan di aplikasi pemesanan perjalanan
2007;Positif;pedulilindungi jawab chat aku ya jangan kaya dia;pedulilindungi jawab chat aku ya jangan kaya dia
2008;Positif;PeduliLindungi Integrasi dengan Rekam Medis, Ini Tantangannya  https://t.co/PWdzTm8Tk9;pedulilindungi integrasi dengan rekam medis ini tantangannya
2009;Positif;PeduliLindungi Bisa Kurangi Risiko Penyelewengan di Asuransi Kesehatan  https://t.co/00ROLpHp5J #beritajogja #jogja #jogjaistimewa  https://t.co/R1nQqLecSw;pedulilindungi bisa kurangi risiko penyelewengan di asuransi kesehatan
2010;Positif;pedulilindungi berasa ygVaksinygDibebasin,;pedulilindungi berasa ygvaksinygdibebasin
2011;Positif;PeduliLindungi Bakal Bisa Akses Data Rekam Medis Pasien  https://t.co/2prx4dHJsp;pedulilindungi bakal bisa akses data rekam medis pasien
2012;Positif;Peduli Lindungi merupakan aplikasi untuk menelusuri kontak tracking dan tracing pengunjung yang datang ke Rutan Sidrap. Aplikasi ini membantu meningkatkan partisipasi masyarakat guna melaporkan lokasi dan riwayat perjalanan selama pandemi. #kumhamsemakinpasti;peduli lindungi merupakan aplikasi untuk menelusuri kontak tracking dan tracing pengunjung yang datang ke rutan sidrap aplikasi ini membantu meningkatkan partisipasi masyarakat guna melaporkan lokasi dan riwayat perjalanan selama pandemi
2013;Positif;Peduli Lindungi lesgo!;peduli lindungi lesgo
2014;Positif;Peduli Lindungi adalah aplikasi yang SANGAT EKSKLUSIF hanya untuk pengguna SMARTPHONE yang CANGGIH dan pumya kapasitas untuk dowload dan mengoperasikan app tersebut. Harusnya bukan warga yg download, tapi fasum yg punya mesin scan qr agar warga bisa datang ke fasum dgn nyaman.;peduli lindungi adalah aplikasi yang sangat eksklusif hanya untuk pengguna smartphone yang canggih dan pumya kapasitas untuk dowload dan mengoperasikan app tersebut harusnya bukan warga yg download tapi fasum yg punya mesin scan qr agar warga bisa datang ke fasum dgn nyaman
2015;Positif;Pastinya selain protokol kesehatan dan standarisasi CHSE, penggunaan aplikasi PeduliLindungi di lokasi wisata juga diwajibkan. Pokoknya, Pariwisata Bali kembali dibuka, protokol kesehatan tetap harus diutamakan ya! #wisatajagaprokes;pastinya selain protokol kesehatan dan standarisasi chse penggunaan aplikasi pedulilindungi di lokasi wisata juga diwajibkan pokoknya pariwisata bali kembali dibuka protokol kesehatan tetap harus diutamakan ya
2016;Positif;Pasti ada secercah pahala untuk orang-orang yang ngga lupa check-out Peduli Lindungi pas keluar mall;pasti ada secercah pahala untuk orangorang yang ngga lupa checkout peduli lindungi pas keluar mall
2017;Positif;pariwisata bangkit lagi, ini semua karena kita selalu jaga prokes dan tentunya sudah divaksin. ngomongin vaksin nih, kalian sudah pada download aplikasi peduli lindungi belom? mengingat kemana2 kita harus menggunakan aplikasi ini, masuk tempat wisata juga pakai #wisatajagaprokes;pariwisata bangkit lagi ini semua karena kita selalu jaga prokes dan tentunya sudah divaksin ngomongin vaksin nih kalian sudah pada download aplikasi peduli lindungi belom mengingat kemana kita harus menggunakan aplikasi ini masuk tempat wisata juga pakai
2018;Positif;Para pengguna aplikasi Pedulilindungi, memiliki manfaat yang sangat baik. Salah satunya bisa melihat dimana zona yang aman dan yang membutuhkan kehati-hatian.  Jadi kemana saja kita bisa terpantau ??? #wisatajagaprokes;para pengguna aplikasi pedulilindungi memiliki manfaat yang sangat baik salah satunya bisa melihat dimana zona yang aman dan yang membutuhkan kehatihatian jadi kemana saja kita bisa terpantau
2019;Positif;Para pengguna aplikasi PeduliLindungi ini bisa memantau manasaja daerah yang aman dan yang perlu kehati-hatian. Canggih kan? #wisatajagaprokes;para pengguna aplikasi pedulilindungi ini bisa memantau manasaja daerah yang aman dan yang perlu kehatihatian canggih kan
2020;Positif;Pantauan Samar Wulu Validasi Dokumen PPDN, Angkutan Penumpang Umum/Pribadi, Pejalan Kaki &amp;pantauan samar wulu validasi dokumen ppdn angkutan penumpang umumpribadi pejalan kaki amp
2021;Positif;Pantainya juga ga berubah kan, meskipun kita berfoto pakai masker, tetap berlatar pantainya ketje. #wisatajagaprokes membuat pariwisata sedikit perlahan bisa mulai bangkit lagi, ayuk kita taati. Oiya temen2, jangan lupa download aplikasi peduli lindungi ya.  https://t.co/ZEmvv5tL2L;pantainya juga ga berubah kan meskipun kita berfoto pakai masker tetap berlatar pantainya ketje membuat pariwisata sedikit perlahan bisa mulai bangkit lagi ayuk kita taati oiya temen jangan lupa download aplikasi peduli lindungi ya
2022;Positif;panjang umur buat satpam stasiun yg ngebiarin gw masuk grgr aplikasi pedulilindungi gw gabisa buat check in. :);panjang umur buat satpam stasiun yg ngebiarin gw masuk grgr aplikasi pedulilindungi gw gabisa buat check in
2023;Positif;Pandemi memang masih berlanjut namun vaksinasi telah menunjukkan pengaruh positifnya. Nah, #SobatMigran yang hendak melancong kemana-mana selama tidak ada peraturan pembatasan, jangan lupa siapkan aplikasi PeduliLindungi untuk bukti vaksin, ya! #BP2MI #PekerjaMigranIndonesia  https://t.co/WVVVLMl8bM;pandemi memang masih berlanjut namun vaksinasi telah menunjukkan pengaruh positifnya nah yang hendak melancong kemanamana selama tidak ada peraturan pembatasan jangan lupa siapkan aplikasi pedulilindungi untuk bukti vaksin ya
2024;Positif;Pak @jokowi, kalau Indonesia mau pemulihan ekonomi dengan sustain, perlu kerja keras mempertahankan penularan yg rendah, genjot vaksinasi pada Lansia dan komorbid secepat-cepatnya, sebanyak-banyaknya. Wajibkan pakai masker, implementasi Apps Peduli &amp;pak kalau indonesia mau pemulihan ekonomi dengan sustain perlu kerja keras mempertahankan penularan yg rendah genjot vaksinasi pada lansia dan komorbid secepatcepatnya sebanyakbanyaknya wajibkan pakai masker implementasi apps peduli amp
2025;Positif;Pagi ini akan diskusi tentang @PLindungi sebagai bagian penting dalam Sistem Informasi COVID-19.   Apakah riset tahun lalu   https://t.co/Fd8XRkgovy masih relevan?  Masih, dengan beberapa catatan.;pagi ini akan diskusi tentang sebagai bagian penting dalam sistem informasi covid apakah riset tahun lalu masih relevan masih dengan beberapa catatan
2026;Positif;Padahal vaksin adalah solusi, ikhtiar agar pandemi segera berakhir.  Dan nggak berenti sampai di sini, ada juga yang bilang kalau aplikasi PeduliLindungi buatan Singapura, maka waspadai pencurian data.  Padaahaal... aplikasi itu asli buatan anak negri loh  https://t.co/sNBbWYaIHf;padahal vaksin adalah solusi ikhtiar agar pandemi segera berakhir dan nggak berenti sampai di sini ada juga yang bilang kalau aplikasi pedulilindungi buatan singapura maka waspadai pencurian data padaahaal aplikasi itu asli buatan anak negri loh
2027;Positif;padahal saat ini harusnya resah ga pake apps pedulilindungi :((;padahal saat ini harusnya resah ga pake apps pedulilindungi
2028;Positif;padahal di dom ku (madiun) ada cgv udah deket sama malioboro madiun wah asik kali cuma tergantung sikon ada gak, ngajak ponakan ya demen (ya gue bayarin) malesnya ya pake pedulilindungi mau masuk mallð;padahal di dom ku madiun ada cgv udah deket sama malioboro madiun wah asik kali cuma tergantung sikon ada gak ngajak ponakan ya demen ya gue bayarin malesnya ya pake pedulilindungi mau masuk mall
2029;Positif;Pada ngebully ini sambil ngasih ss app peduli lindungi di playstore yang udah didownload 10jt+. Itu kan maksudnya udah lebih dari 10jt, bisa 20,30, atau 40. Ini baru playstore ya belum app store;pada ngebully ini sambil ngasih ss app peduli lindungi di playstore yang udah didownload jt itu kan maksudnya udah lebih dari jt bisa atau ini baru playstore ya belum app store
2030;Positif;Oyi rek melbu mall pake aplikasi peduli lindungi a ?;oyi rek melbu mall pake aplikasi peduli lindungi 
2031;Positif;Oyi lek mau ke mall scan qr peduli lindungi lewat toko oren bisa kan ya rek?;oyi lek mau ke mall scan qr peduli lindungi lewat toko oren bisa kan ya rek
2032;Positif;Ok, barusan check aplikasi pedulilindungi dan sudah ada. Terima kasih  https://t.co/v8lWUjT7RH;ok barusan check aplikasi pedulilindungi dan sudah ada terima kasih
2033;Positif;Oiyaa jangan lupa instal aplikasi Pedulilindungi yaa, sudah pada vaksin semua kan?  Ya masa mau jalan-jalan belum vaksin. Gimana mau dukung pariwisata bangkit lagi. Ngakunya ingin #wisatajagaprokes ???;oiyaa jangan lupa instal aplikasi pedulilindungi yaa sudah pada vaksin semua kan ya masa mau jalanjalan belum vaksin gimana mau dukung pariwisata bangkit lagi ngakunya ingin
2034;Positif;Oiya! Masbojo tgl 10 lalu dari Makassar ke Surabaya udah gapake PCR. Yg penting udah nunjukkin sertifikat vaksin 1 &amp;oiya masbojo tgl lalu dari makassar ke surabaya udah gapake pcr yg penting udah nunjukkin sertifikat vaksin amp
2035;Positif;ohhhh, patuh prokes ya kek physical distancing gtu :) ehh, tapi gk pake maskerrr ð hayoo maskernya kakkk, masuk mall skrg juga harus punya peduli lindungi wkwkwk  https://t.co/qyF6yyuRJA;ohhhh patuh prokes ya kek physical distancing gtu ehh tapi gk pake maskerrr hayoo maskernya kakkk masuk mall skrg juga harus punya peduli lindungi wkwkwk
2036;Positif;Oh ya, kalau kalian sudah pesan tiket dan mau segera cuss ke Bali, jangan lupa gunakan aplikasi Pedulilindungi, ya. Supaya bisa terus update zona mana yang aman dan zona mana yang mengharuskan kita lebih berhati-hati. #wisatajagaprokes;oh ya kalau kalian sudah pesan tiket dan mau segera cuss ke bali jangan lupa gunakan aplikasi pedulilindungi ya supaya bisa terus update zona mana yang aman dan zona mana yang mengharuskan kita lebih berhatihati
2037;Positif;Oh ya, jangan lupa nih, aplikasi Pedulilindungi digunakan ya gaes, agar kita bisa mengetahui, di mana saja tempat yang perlu ekstra hati-hati.  Terus nih ya, meski kita sesang di zona aman, prokes ketat terus jangan lupa ya gaes #wisatajagaprokes;oh ya jangan lupa nih aplikasi pedulilindungi digunakan ya gaes agar kita bisa mengetahui di mana saja tempat yang perlu ekstra hatihati terus nih ya meski kita sesang di zona aman prokes ketat terus jangan lupa ya gaes
2038;Positif;Oh iya selain sertifikat CHSE, penggunaan aplikasi PeduliLindungi juga penting lhooo dan diwajibkan saat berwisata #wisatajagaprokes;oh iya selain sertifikat chse penggunaan aplikasi pedulilindungi juga penting lhooo dan diwajibkan saat berwisata
2039;Positif;Nyoba scan peduli lindungi  https://t.co/wsK0lYtIin;nyoba scan peduli lindungi
2040;Positif;Nyampe mall tuh buka peduli lindungi bukan grindir anying;nyampe mall tuh buka peduli lindungi bukan grindir anying
2041;Positif;Nyaman aja kalau udah pasang aplikasi Pedulilindungi, kit  bisa cek zona aman atau zona hijau sebelum pergi jalan-jalan. Bisa lebih berhati-hati kalau ke zona yang butuh waspada. Bersyukur banget pariwisata bangkit lagi.  #wisatajagaprokes;nyaman aja kalau udah pasang aplikasi pedulilindungi kit bisa cek zona aman atau zona hijau sebelum pergi jalanjalan bisa lebih berhatihati kalau ke zona yang butuh waspada bersyukur banget pariwisata bangkit lagi
2042;Positif;Niat mau vaksin, eh ternyata NIK dipakai sama orang lain. Jadi gagal vaksin ð¢ Udah lapor @PLindungi via email. Semoga cepet ditanggepin deh biar bisa segera vaksin sebelum melahirkan.;niat mau vaksin eh ternyata nik dipakai sama orang lain jadi gagal vaksin udah lapor via email semoga cepet ditanggepin deh biar bisa segera vaksin sebelum melahirkan
